"Town","FIPS","Year","Measure Type","Variable","Value"
"New Milford","0900552630","2009-2013","Ratio to State Median","Median Home Value",1.11
"New Milford","0900552630","2009-2013","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2010-2014","Number","Median Home Value",302000
"New Milford","0900552630","2010-2014","Number","Margins of Error",10819
"New Milford","0900552630","2010-2014","Ratio to State Median","Median Home Value",1.1
"New Milford","0900552630","2010-2014","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2011-2015","Number","Median Home Value",292200
"New Milford","0900552630","2011-2015","Number","Margins of Error",10382
"New Milford","0900552630","2011-2015","Ratio to State Median","Median Home Value",1.08
"New Milford","0900552630","2011-2015","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2012-2016","Number","Median Home Value",288200
"New Milford","0900552630","2012-2016","Number","Margins of Error",9570
"New Milford","0900552630","2012-2016","Ratio to State Median","Median Home Value",1.07
"New Milford","0900552630","2012-2016","Ratio to State Median","Margins of Error",0.04
"New Milford","0900552630","2013-2017","Number","Median Home Value",289100
"New Milford","0900552630","2013-2017","Number","Margins of Error",7704
"New Milford","0900552630","2013-2017","Ratio to State Median","Median Home Value",1.07
"New Milford","0900552630","2013-2017","Ratio to State Median","Margins of Error",0.03
"Newington","0900352140","2006-2010","Number","Median Home Value",237500
"Newington","0900352140","2006-2010","Number","Margins of Error",5039
"Newington","0900352140","2006-2010","Ratio to State Median","Median Home Value",0.8
"Newington","0900352140","2006-2010","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2007-2011","Number","Median Home Value",236900
"Newington","0900352140","2007-2011","Number","Margins of Error",4555
"Newington","0900352140","2007-2011","Ratio to State Median","Median Home Value",0.81
"Newington","0900352140","2007-2011","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2008-2012","Number","Median Home Value",235300
"Newington","0900352140","2008-2012","Number","Margins of Error",4148
"Newington","0900352140","2008-2012","Ratio to State Median","Median Home Value",0.82
"Newington","0900352140","2008-2012","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2009-2013","Number","Median Home Value",231200
"Newington","0900352140","2009-2013","Number","Margins of Error",3392
"Newington","0900352140","2009-2013","Ratio to State Median","Median Home Value",0.83
"Newington","0900352140","2009-2013","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2010-2014","Number","Median Home Value",232400
"Newington","0900352140","2010-2014","Number","Margins of Error",3790
"Newington","0900352140","2010-2014","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2010-2014","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2011-2015","Number","Median Home Value",228600
"Newington","0900352140","2011-2015","Number","Margins of Error",3735
"Newington","0900352140","2011-2015","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2011-2015","Ratio to State Median","Margins of Error",0.01
"Newington","0900352140","2012-2016","Number","Median Home Value",228000
"Newington","0900352140","2012-2016","Number","Margins of Error",4252
"Newington","0900352140","2012-2016","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2012-2016","Ratio to State Median","Margins of Error",0.02
"Newington","0900352140","2013-2017","Number","Median Home Value",229900
"Newington","0900352140","2013-2017","Number","Margins of Error",4835
"Newington","0900352140","2013-2017","Ratio to State Median","Median Home Value",0.85
"Newington","0900352140","2013-2017","Ratio to State Median","Margins of Error",0.02
"Newtown","0900152980","2006-2010","Number","Median Home Value",473400
"Newtown","0900152980","2006-2010","Number","Margins of Error",14606
"Newtown","0900152980","2006-2010","Ratio to State Median","Median Home Value",1.6
"Newtown","0900152980","2006-2010","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2007-2011","Number","Median Home Value",463400
"Newtown","0900152980","2007-2011","Number","Margins of Error",12837
"Newtown","0900152980","2007-2011","Ratio to State Median","Median Home Value",1.58
"Newtown","0900152980","2007-2011","Ratio to State Median","Margins of Error",0.04
"Newtown","0900152980","2008-2012","Number","Median Home Value",446700
"Newtown","0900152980","2008-2012","Number","Margins of Error",13108
"Newtown","0900152980","2008-2012","Ratio to State Median","Median Home Value",1.56
"Newtown","0900152980","2008-2012","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2009-2013","Number","Median Home Value",424600
"Newtown","0900152980","2009-2013","Number","Margins of Error",14102
"Newtown","0900152980","2009-2013","Ratio to State Median","Median Home Value",1.52
"Newtown","0900152980","2009-2013","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2010-2014","Number","Median Home Value",417100
"Newtown","0900152980","2010-2014","Number","Margins of Error",14536
"Newtown","0900152980","2010-2014","Ratio to State Median","Median Home Value",1.52
"Newtown","0900152980","2010-2014","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2011-2015","Number","Median Home Value",414700
"Newtown","0900152980","2011-2015","Number","Margins of Error",14570
"Newtown","0900152980","2011-2015","Ratio to State Median","Median Home Value",1.53
"Newtown","0900152980","2011-2015","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2012-2016","Number","Median Home Value",402200
"Newtown","0900152980","2012-2016","Number","Margins of Error",12464
"Newtown","0900152980","2012-2016","Ratio to State Median","Median Home Value",1.49
"Newtown","0900152980","2012-2016","Ratio to State Median","Margins of Error",0.05
"Newtown","0900152980","2013-2017","Number","Median Home Value",403400
"Newtown","0900152980","2013-2017","Number","Margins of Error",12640
"Newtown","0900152980","2013-2017","Ratio to State Median","Median Home Value",1.49
"Newtown","0900152980","2013-2017","Ratio to State Median","Margins of Error",0.05
"Norfolk","0900553470","2006-2010","Number","Median Home Value",344200
"Norfolk","0900553470","2006-2010","Number","Margins of Error",28903
"Norfolk","0900553470","2006-2010","Ratio to State Median","Median Home Value",1.16
"Norfolk","0900553470","2006-2010","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2007-2011","Number","Median Home Value",325800
"Norfolk","0900553470","2007-2011","Number","Margins of Error",30638
"Norfolk","0900553470","2007-2011","Ratio to State Median","Median Home Value",1.11
"Norfolk","0900553470","2007-2011","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2008-2012","Number","Median Home Value",321000
"Norfolk","0900553470","2008-2012","Number","Margins of Error",36923
"Norfolk","0900553470","2008-2012","Ratio to State Median","Median Home Value",1.12
"Norfolk","0900553470","2008-2012","Ratio to State Median","Margins of Error",0.13
"Norfolk","0900553470","2009-2013","Number","Median Home Value",286500
"Norfolk","0900553470","2009-2013","Number","Margins of Error",26956
"Norfolk","0900553470","2009-2013","Ratio to State Median","Median Home Value",1.03
"Norfolk","0900553470","2009-2013","Ratio to State Median","Margins of Error",0.1
"Norfolk","0900553470","2010-2014","Number","Median Home Value",291300
"Norfolk","0900553470","2010-2014","Number","Margins of Error",28874
"Norfolk","0900553470","2010-2014","Ratio to State Median","Median Home Value",1.06
"Norfolk","0900553470","2010-2014","Ratio to State Median","Margins of Error",0.11
"Norfolk","0900553470","2011-2015","Number","Median Home Value",297800
"Norfolk","0900553470","2011-2015","Number","Margins of Error",29855
"Norfolk","0900553470","2011-2015","Ratio to State Median","Median Home Value",1.1
"Norfolk","0900553470","2011-2015","Ratio to State Median","Margins of Error",0.11
"Norfolk","0900553470","2012-2016","Number","Median Home Value",310900
"Norfolk","0900553470","2012-2016","Number","Margins of Error",38548
"Norfolk","0900553470","2012-2016","Ratio to State Median","Median Home Value",1.15
"Norfolk","0900553470","2012-2016","Ratio to State Median","Margins of Error",0.14
"Norfolk","0900553470","2013-2017","Number","Median Home Value",326400
"Norfolk","0900553470","2013-2017","Number","Margins of Error",37381
"Norfolk","0900553470","2013-2017","Ratio to State Median","Median Home Value",1.21
"Norfolk","0900553470","2013-2017","Ratio to State Median","Margins of Error",0.14
"North Branford","0900953890","2006-2010","Number","Median Home Value",321500
"North Branford","0900953890","2006-2010","Number","Margins of Error",10777
"North Branford","0900953890","2006-2010","Ratio to State Median","Median Home Value",1.08
"North Branford","0900953890","2006-2010","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2007-2011","Number","Median Home Value",313500
"North Branford","0900953890","2007-2011","Number","Margins of Error",13265
"North Branford","0900953890","2007-2011","Ratio to State Median","Median Home Value",1.07
"North Branford","0900953890","2007-2011","Ratio to State Median","Margins of Error",0.05
"North Branford","0900953890","2008-2012","Number","Median Home Value",310300
"North Branford","0900953890","2008-2012","Number","Margins of Error",13936
"North Branford","0900953890","2008-2012","Ratio to State Median","Median Home Value",1.09
"North Branford","0900953890","2008-2012","Ratio to State Median","Margins of Error",0.05
"North Branford","0900953890","2009-2013","Number","Median Home Value",294400
"North Branford","0900953890","2009-2013","Number","Margins of Error",8823
"North Branford","0900953890","2009-2013","Ratio to State Median","Median Home Value",1.06
"North Branford","0900953890","2009-2013","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2010-2014","Number","Median Home Value",294000
"North Branford","0900953890","2010-2014","Number","Margins of Error",9831
"North Branford","0900953890","2010-2014","Ratio to State Median","Median Home Value",1.07
"North Branford","0900953890","2010-2014","Ratio to State Median","Margins of Error",0.04
"North Branford","0900953890","2011-2015","Number","Median Home Value",284300
"North Branford","0900953890","2011-2015","Number","Margins of Error",9291
"North Branford","0900953890","2011-2015","Ratio to State Median","Median Home Value",1.05
"North Branford","0900953890","2011-2015","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2012-2016","Number","Median Home Value",282600
"North Branford","0900953890","2012-2016","Number","Margins of Error",8952
"North Branford","0900953890","2012-2016","Ratio to State Median","Median Home Value",1.05
"North Branford","0900953890","2012-2016","Ratio to State Median","Margins of Error",0.03
"North Branford","0900953890","2013-2017","Number","Median Home Value",281800
"North Branford","0900953890","2013-2017","Number","Margins of Error",10883
"North Branford","0900953890","2013-2017","Ratio to State Median","Median Home Value",1.04
"North Branford","0900953890","2013-2017","Ratio to State Median","Margins of Error",0.04
"North Canaan","0900554030","2006-2010","Number","Median Home Value",234300
"North Canaan","0900554030","2006-2010","Number","Margins of Error",19317
"North Canaan","0900554030","2006-2010","Ratio to State Median","Median Home Value",0.79
"North Canaan","0900554030","2006-2010","Ratio to State Median","Margins of Error",0.07
"North Canaan","0900554030","2007-2011","Number","Median Home Value",234500
"North Canaan","0900554030","2007-2011","Number","Margins of Error",15671
"North Canaan","0900554030","2007-2011","Ratio to State Median","Median Home Value",0.8
"North Canaan","0900554030","2007-2011","Ratio to State Median","Margins of Error",0.05
